exp_days,subjectsID,actual_foodupa,kcal_hr,actual_allmeters,bodymass,actual_wheelmeters,rq,actual_pedmeters
0,1.0,0.0,0.4617532,2.584852,16.3292,90.66,0.8902258,2.210261
0,4.0,0.0,0.4914097,4.507522,18.27759,114.0348,0.9327376,3.976356
0,7.0,0.0,0.2733211,7.032237,15.35924,2.52539,0.8770514,6.079361
0,10.0,0.0,0.402641,4.615499,15.44762,43.94118,4.496472,3.925205
0,13.0,0.0,0.3917136,4.779758,17.43254,22.21621,1.751074,4.158593
0,3.0,0.0,0.379281,3.732813,17.46078,1.280755,0.9730973,2.988386
0,5.0,0.0,0.3870585,3.47647,15.25286,94.98206,0.7866822,3.087263
0,9.0,0.0,0.3567728,4.756597,17.64951,1.271424,0.154571,3.915262
0,12.0,0.0,0.2608985,0.1956664,16.75233,1.0836,-0.4134769,0.06353906
0,16.0,0.0,0.3164943,0.1027115,15.53945,1.0836,0.2087978,0.0979334
0,2.0,0.0,0.3911925,4.517506,18.0318,17.85652,1.00815,3.924344
0,6.0,0.0,0.4343076,5.667737,17.4942,8.606794,0.9116924,4.583843
0,8.0,0.0,0.5112854,4.330646,17.62093,85.63179,0.9085975,3.727601
0,11.0,0.0,0.2796666,0.9923336,17.59244,1.0836,0.3747525,0.9521607
0,14.0,0.0,0.454064,8.749281,16.57681,6.830593,3.104807,7.741908
0,15.0,0.0,0.4977927,1.973322,16.77756,179.0983,2.094697,1.8628
1,1.0,2.0728429999999984,31.9855025,4.087392333333333,17.160448055555555,71.51420833333333,0.8102384736111111,3.376154708333333
1,4.0,5.350621999999999,36.2307748,3.296245527777778,18.246235694444444,74.25591944444444,0.8639069402777778,2.8402297777777776
1,7.0,4.4741339999999985,27.6515444,2.446630041666667,16.4244825,137.41949458333335,0.8652489319444444,2.078481097222222
1,10.0,2.1712119999999984,31.1065809,2.4780680694444444,15.295445833333332,92.78938638888889,1.018644547013889,2.1770471527777775
1,13.0,3.0543989999999988,33.4729647,1.8870950277777778,17.069427083333334,149.91935819444444,0.8534804361111111,1.6146750972222224
1,3.0,3.2188869999999983,32.0075823,2.7561275972222226,17.186109861111113,100.87528118055556,0.8693190888888889,2.402366861111111
1,5.0,3.2726229999999985,27.9337485,3.21197125,15.61662736111111,87.5915686111111,0.8531693666666667,2.690344958333333
1,9.0,3.2439409999999986,28.6740412,2.3200653194444443,17.739940833333335,69.36360522222223,0.6910169722222222,1.778146361111111
1,12.0,4.499236999999998,32.3872946,2.810456022222222,17.735967916666667,99.74224166666666,0.9051814625000001,2.252813346388889
1,16.0,3.811957999999999,31.2223849,3.6282026180555556,16.245348194444446,118.49371388888888,0.9080043874999999,3.262556480555556
1,2.0,5.162907999999999,34.7988141,2.6526610277777776,18.225525972222222,109.56145111111111,0.8564789722222222,2.2513049444444446
1,6.0,2.3276639999999986,31.7473609,2.3431494861111113,17.37855125,83.00373897222222,0.8285520138888889,1.9660966249999998
1,8.0,1.860182999999999,32.287425,2.833147972222222,17.574936666666666,110.84623902777777,0.8300733569444445,2.3781069305555556
1,11.0,1.5461359999999986,28.8295719,3.3329148111111113,17.260864166666668,43.56785277777778,0.8706671777777778,2.860483879166667
1,14.0,3.361685999999999,32.967421,2.211634986111111,16.774664444444443,139.6463806527778,0.8330169833333333,1.9126776666666667
1,15.0,4.615871999999999,31.5214012,2.668809416666667,16.845988472222224,103.95895416666667,0.845125161111111,2.2612194444444444
2,1.0,0.0192499999999999,31.764203600000002,3.497541666666667,16.568869166666666,119.31565277777776,0.6897300402777778,2.847527777777778
2,4.0,0.8572679999999995,37.0005901,3.3778111111111113,18.35809652777778,131.96679166666667,0.8388159041666667,2.913847222222222
2,7.0,0.0041349999999997,27.9303614,2.686845833333333,16.15153111111111,156.7764027777778,0.8683018444444444,2.2069916666666667
2,10.0,0.0,27.956663,3.0043597222222225,15.180224861111112,123.37601388888889,0.7651873777777778,2.431575
2,13.0,0.0780579999999999,32.0805489,2.8108569444444447,16.26963138888889,174.51638888888888,0.7903829069444445,2.1340458333333334
2,3.0,0.10194599999999979,31.5493835,3.4876763888888886,16.888148194444444,148.65831944444443,0.7506886805555556,2.956379166666667
2,5.0,0.0037410000000002,27.9528099,2.404623611111111,15.450150277777778,134.59812499999998,0.7230686625,1.8287666666666667
2,9.0,0.0181330000000001,28.2590142,2.935086111111111,17.68990875,87.54679166666666,0.7958865847222223,2.144633333333333
2,12.0,0.0328460000000001,30.900766,2.9289097222222225,17.37147388888889,120.29020833333334,0.7862170402777777,2.267236111111111
2,16.0,0.0115309999999997,30.8704585,2.921402777777778,16.172228472222223,183.10054166666666,0.7495823986111111,2.4548208333333332
2,2.0,0.0048019999999997,33.4520373,3.2140000000000004,18.390496249999998,125.4079027777778,0.77153125,2.559845833333333
2,6.0,0.0869859999999999,31.8669402,2.8319513888888883,16.09301486111111,150.60783333333333,0.7236967875,2.283815277777778
2,8.0,0.1127869999999999,31.2663114,3.1571611111111113,17.717185416666666,157.22637500000002,0.7156887330555555,2.5838111111111113
2,11.0,0.005357,28.3424227,3.586995833333334,16.71952375,97.1897361111111,0.7694163902777778,3.088984722222222
2,14.0,0.0,31.8194257,2.6850791666666667,16.808014166666666,113.56569444444442,0.8411761055555556,2.0022583333333333
2,15.0,0.0934879999999998,31.0511757,2.859695833333333,16.845035694444444,156.29440277777778,0.7701800458333333,2.204918055555555
3,1.0,3.4130379999999985,27.7346365,2.4852388888888886,16.857255694444447,34.78472222222222,0.8556674722222222,1.8753541666666669
3,4.0,5.90551,36.7439528,3.425302777777777,18.75496263888889,118.82861111111112,0.8381846486111111,2.974680555555556
3,7.0,5.073492999999998,26.4550525,3.0300722222222216,16.831983333333334,104.30777777777777,0.8940041402777779,2.600613888888889
3,10.0,4.352003999999997,22.61668239,1.5090805555555553,15.444695416666669,6.420833333333324,0.9353452138888889,1.2361472222222227
3,13.0,4.667726999999998,28.192434,1.8053249999999994,17.45537277777778,54.7363888888889,0.9476538472222222,1.4446055555555555
3,3.0,5.134149999999999,28.1249243,2.1725833333333338,17.567032361111114,60.656944444444434,0.9264266083333332,1.8493152777777775
3,5.0,4.285439999999999,25.2671212,1.8421194444444449,15.780497083333334,50.270694444444466,0.9130172138888888,1.3929236111111112
3,9.0,4.0739649999999985,28.5763583,2.5256055555555554,17.83000138888889,70.57666666666667,0.9031476458333333,1.9550861111111115
3,12.0,5.175076999999999,29.5336048,2.498554166666667,18.328217777777777,69.46000000000001,0.9502424222222222,1.9473541666666674
3,16.0,6.058284,27.03685,2.0530402777777774,16.578377500000002,58.78333333333335,0.9130656227777778,1.803891666666666
3,2.0,3.8871109999999995,33.9604126,1.7920166666666673,18.671354583333333,121.27194444444442,0.9051199388888889,1.4679222222222224
3,6.0,3.984157999999998,28.3779286,1.9155291666666665,17.254615416666667,44.36611111111112,0.9028368263888888,1.5463388888888892
3,8.0,3.0792709999999994,24.9432361,1.6028402777777784,17.938838333333333,10.522638888888903,0.8982742749999999,1.2668708333333332
3,11.0,4.273802999999998,24.69210639,1.999711111111111,17.57953597222222,11.671666666666674,0.8828038930555555,1.6303875000000008
3,14.0,5.558349999999997,33.3949206,2.022023611111111,17.520683333333334,136.9694444444445,0.8154759972222222,1.758672222222222
3,15.0,4.122334999999998,26.0405861,1.3263569444444445,17.259809166666667,22.77277777777777,0.8865937527777779,1.0543347222222224
4,1.0,0.0619139999999998,28.68567447,3.0644083333333345,17.112875277777775,167.58166666666668,0.7156579125,2.4295833333333325
4,4.0,0.0531100000000002,39.5774127,3.3786138888888897,19.13357986111111,158.3361111111111,0.8244547166666667,2.9710111111111104
4,7.0,0.21134299999999928,26.1502956,2.8445833333333344,16.053621805555554,149.48708333333332,0.7459922999999999,2.0886138888888888
4,10.0,0.0,28.2070204,2.5519944444444445,15.562831666666666,176.0623611111111,0.8310100180555556,2.1189277777777784
4,13.0,0.0143310000000003,27.84749527,2.3867833333333337,16.55575986111111,198.31888888888886,0.7668617416666668,1.732663888888889
4,3.0,0.0442920000000004,28.08427501,2.6471833333333326,16.966381805555557,158.29819444444445,0.8058213486111111,2.194204166666667
4,5.0,0.0,26.63777945,2.4726347222222214,15.762965694444445,150.9163888888889,0.7922436694444444,1.838516666666666
4,9.0,0.0641349999999993,27.6452317,2.8484374999999997,18.165685833333335,85.83624999999999,0.7642717875,2.147565277777778
4,12.0,0.0542700000000007,29.03063947,2.9150722222222214,17.495360972222223,155.38555555555553,0.7945600611111111,2.2867819444444444
4,16.0,0.0,30.5892543,3.6561013888888882,16.199672500000002,225.77486111111108,0.7933160236111111,3.0894763888888894
4,2.0,0.0,30.7908536,2.6325027777777765,17.956376388888888,169.02875000000006,0.7513730152777778,1.9649666666666659
4,6.0,0.0607319999999997,25.99328603,2.7600375000000006,16.240169722222223,119.42347222222224,0.7463424055555555,2.0999208333333335
4,8.0,0.1483559999999996,29.067594709999998,3.2780513888888883,17.812539305555553,182.92263888888886,0.7557076333333334,2.6714152777777773
4,11.0,0.0632450000000002,28.2646923,2.2460861111111114,16.56756888888889,144.71472222222224,0.7768361305555556,1.7604999999999995
4,14.0,0.0,32.7771755,2.248486111111111,17.538240555555557,160.2154166666667,0.7765407249999999,1.686502777777778
4,15.0,0.0328870000000005,27.72632897,2.23372638888889,17.221265694444444,234.5441666666667,0.8060967138888889,1.768456944444445
5,1.0,2.9458499999999983,20.30688942,1.1749902777777774,16.6910325,0.8679166666666384,0.7782619930555555,0.8180541666666667
5,4.0,3.9765299999999972,36.6894779,2.7766027777777773,19.047274861111113,102.9720833333333,0.8414325763888889,2.3926569444444445
5,7.0,3.9163149999999995,23.9548344,2.355126388888888,16.570307777777778,68.23152777777776,1.1240366541666666,1.6925902777777775
5,10.0,5.021753999999998,24.7276984,1.2679638888888891,15.908331944444443,6.183055555555559,0.9299830430555556,0.981955555555555
5,13.0,3.7526149999999987,19.698322449,1.403905555555555,17.12570138888889,5.849444444444493,0.8701317652777778,0.9238152777777778
5,3.0,3.7254049999999967,20.22979132,0.9106847222222222,17.342484444444445,2.3459722222221697,0.9493643819444445,0.6986888888888892
5,5.0,5.091115999999999,23.68060218,1.5552555555555552,15.691335277777776,32.71361111111108,0.9672856777777779,1.1612083333333345
5,9.0,2.9723159999999997,25.01239433,2.359900000000001,18.234527083333333,54.92750000000004,0.8538091847222222,1.8562069444444438
5,12.0,4.931179999999998,22.36244229,1.6250055555555558,17.78232583333333,10.39958333333334,0.9458202966666666,1.1536986111111105
5,16.0,5.148416999999996,24.7291676,1.5693111111111113,16.818592638888887,7.8797222222222745,0.9175000430555555,1.297138888888889
5,2.0,6.693198999999998,30.2918277,1.5417638888888898,18.398658194444444,74.89666666666663,0.941494488888889,1.1920430555555568
5,6.0,4.584859999999997,24.01782996,1.1653861111111121,17.06349597222222,17.28472222222222,0.9019435833333334,0.9001486111111111
5,8.0,4.296556999999999,22.04437439,1.532393055555556,17.893642777777778,3.010000000000016,0.8426869027777778,1.1766430555555556
5,11.0,3.800309999999998,25.9738712,1.540108333333333,17.613355694444447,25.43930555555557,1.0224617541666667,1.150002777777778
5,14.0,6.5817039999999984,31.3308337,2.169355555555555,18.090239583333332,96.34222222222222,0.9281726166666667,1.828770833333334
5,15.0,3.9448279999999976,20.877582482,1.1571944444444442,17.30094097222222,9.335972222222154,0.8772416402777777,0.7554666666666665
6,1.0,0.0315560000000001,23.25287046,2.146083333333334,16.146272361111112,168.7055555555556,0.6797177277777778,1.786463888888889
6,4.0,0.0,36.9457679,2.632083333333333,18.892353333333332,118.43888888888887,0.8468374263888889,2.196013888888888
6,7.0,0.0228099999999997,25.0806209,1.8696694444444466,15.394747222222223,221.0188888888889,0.7546937944444445,1.3309319444444456
6,10.0,0.0781500000000008,28.6025126,2.994537499999999,15.180614444444444,243.47722222222222,0.7925917166666667,2.5633152777777783
6,13.0,0.4707499999999989,26.4120742,2.199786111111111,16.130008472222222,211.90402777777774,0.8106274041666667,1.4673263888888894
6,3.0,0.0871300000000001,27.6119426,2.6978722222222222,17.072714027777778,146.19750000000002,0.836189325,2.10276111111111
6,5.0,0.0,24.52861337,2.1988430555555567,16.04181486111111,122.81305555555556,0.8341426958333333,1.6260625000000002
6,9.0,0.0891499999999982,27.2889856,2.2188972222222216,18.122194722222222,74.52749999999999,0.8098791875,1.605559722222223
6,12.0,0.0,23.16434091,2.051618055555557,17.33748875,113.9284722222222,0.8219588305555556,1.5022555555555561
6,16.0,0.04725,30.6367959,3.48150138888889,16.511186666666667,313.1293055555555,0.7863845805555556,3.1235472222222236
6,2.0,0.0,29.713636,2.7854513888888874,17.824023888888888,207.7705555555555,0.7896268777777777,2.1500402777777765
6,6.0,0.0835299999999996,21.5579955,2.311002777777776,16.35498916666667,102.45805555555555,0.7131237,1.7459652777777785
6,8.0,0.0,27.61874191,3.1983694444444444,17.65786611111111,143.95833333333334,0.7785517388888888,2.5576736111111114
6,11.0,0.0042120000000007,27.80781203,2.1534013888888888,16.928951249999997,121.04055555555553,0.8876755875,1.6044611111111098
6,14.0,0.0059199999999997,32.3825421,2.1248069444444457,17.255273194444445,167.93416666666658,0.8051437430555555,1.5264111111111116
6,15.0,0.047880000000001,25.37614713,1.978118055555555,17.21038611111111,129.16416666666666,0.8649650750000001,1.448936111111111
7,1.0,4.539328999999999,24.5574024,1.7227777777777773,16.860650833333334,5.513333333333321,0.8847732602777777,1.2319277777777762
7,4.0,3.7410099999999975,35.3506596,2.6116805555555547,19.462999583333335,88.36055555555565,0.8658407555555556,2.1673611111111137
7,7.0,4.285739999999999,20.1642941,1.909694444444442,15.955892916666667,29.570416666666663,0.9600375513888889,1.3390486111111102
7,10.0,5.14786,24.7889872,1.2241833333333336,15.99136736111111,4.732361111111156,0.9309205916666667,0.9456194444444432
7,13.0,4.809179999999998,20.77630049,1.3865430555555553,16.90606777777778,2.13708333333337,0.9599005847222222,0.8822166666666662
7,3.0,6.58381,25.28417291,1.8041111111111106,17.725192916666668,55.14166666666673,0.9504048708333332,1.4139569444444442
7,5.0,5.759649999999997,26.1143763,2.3937124999999986,15.835906527777777,31.06611111111114,0.9947639625,1.878647222222221
7,9.0,5.826369999999999,28.3747846,3.194847222222222,18.66345722222222,57.94763888888888,0.88550445,2.517979166666666
7,12.0,5.616629999999997,28.07553563,2.0204583333333326,18.30988875,51.00222222222227,0.9859178527777777,1.5400541666666656
7,16.0,4.3073999999999995,24.9221508,1.9267361111111099,16.768235833333332,5.340138888888861,0.9713671055555556,1.6398472222222216
7,2.0,5.4533799999999975,30.9941968,1.5713888888888903,18.7137825,91.51875000000008,0.9457087083333333,1.214005555555556
7,6.0,5.807930000000001,26.0543611,1.7221972222222222,17.450926805555557,21.6661111111111,0.9907905527777778,1.3327805555555554
7,8.0,5.557595999999999,26.7100526,1.8269305555555553,18.39777777777778,18.692083333333358,0.9136291916666666,1.3747347222222226
7,11.0,4.959966999999997,26.37879544,1.7400416666666654,16.528870277777777,25.843194444444432,0.9837985375,1.3415138888888896
7,14.0,5.599529999999998,32.2219387,1.9136097222222221,18.460997083333336,96.8586111111112,0.9643418736111111,1.6288847222222214
7,15.0,4.046369999999996,25.213165619999998,1.510930555555556,17.90547972222222,8.402916666666695,0.9997257527777779,0.9311819444444451
8,1.0,0.0197999999999982,1.3186355,0.9404999999999859,17.3963,0.0,0.898749925,0.5690000000000168
8,4.0,0.1009300000000017,1.824763,5.049000000000035,19.956625000000003,0.9499999999989086,0.80384615,4.149749999999983
8,7.0,0.0020400000000009,1.1155017,0.9597500000000423,16.35977,1.0524999999997817,0.951482325,0.40592499999999626
8,10.0,0.0,1.4540256,2.262999999999977,16.0785125,1.0849999999991269,0.980288025,1.1560249999999996
8,13.0,0.0,1.377453,2.3132500000000107,16.5438525,1.109999999998763,0.9565911,1.4637749999999983
8,3.0,0.0766999999999988,1.3357569,0.6402500000000373,18.80058,2.647499999999127,0.94267395,0.3388500000000078
8,5.0,0.0412600000000011,1.667911,5.260500000000036,15.01245,5.997499999999491,0.9485656250000001,4.362774999999999
8,9.0,0.0033999999999991,1.3171122,2.274000000000001,18.8394425,0.0,0.786465475,1.3725000000000023
8,12.0,0.076830000000001,1.3240158,0.5942499999999882,19.4342,0.039999999999054126,1.02338055,0.21250000000000563
8,16.0,0.0,1.4760916,6.997000000000014,16.81773,3.3400000000001455,1.0055441250000001,6.180000000000007
8,2.0,0.0,1.7258301,2.4007500000000164,18.881155,0.3624999999992724,0.900803475,1.8364249999999913
8,6.0,0.0139799999999965,1.44502,1.9082500000000095,18.34509,2.635000000000218,0.924212425,1.3840249999999799
8,8.0,0.0535099999999992,1.6352723,2.94074999999998,18.508902499999998,1.444999999999709,0.9296622,1.8072500000000105
8,11.0,0.0180400000000009,1.6618429,6.007249999999999,16.1728475,11.155000000000655,0.97778245,4.7285249999999905
8,14.0,0.0494000000000021,1.538399,0.6037499999999909,18.2135675,0.034999999999854474,0.8947094,0.4420750000000168
8,15.0,0.0996200000000015,1.6034272,4.507949999999994,18.244655,8.487499999999272,1.0023939,3.263974999999988
